date,AAPL,GE,AMD,WMT,BAC,T,XOM,RRC,BBY,PFE,JPM
16/03/1998,0.645224,13.997017,11.5,18.284882,16.326153,16.272144,17.898565,9.383562,5.731702,15.503437,23.21059
17/03/1998,0.636912,14.107236,11.03125,18.262688,16.516327,16.084103,17.550003,9.346325,5.72131,15.745678,24.375059
18/03/1998,0.651269,14.052131,11.15625,18.073133,16.647991,16.410051,18.020561,9.160149,5.664148,15.547477,24.985573
19/03/1998,0.646735,14.11826,11.96875,17.939581,16.955196,16.798666,18.07284,9.309093,5.581005,15.855788,24.465506
20/03/1998,0.637669,14.393785,11.1875,17.828295,17.218527,17.600996,18.71768,9.532516,5.5862,16.23016,24.352461
23/03/1998,0.631625,14.184378,11.40625,17.694748,17.189264,18.052298,18.96167,9.979347,5.534237,16.956882,24.001972
24/03/1998,0.676956,14.570132,11.53125,17.984097,17.423338,18.453472,19.066244,9.968893,5.622577,16.802727,24.273314
25/03/1998,0.656556,14.459918,11.46875,17.672487,17.14537,17.926941,18.891962,10.006231,5.508254,16.648579,24.058506
26/03/1998,0.642202,14.537062,11.6875,17.717005,16.969824,17.425482,19.013956,10.043566,5.440701,16.626553,24.273314
27/03/1998,0.651269,14.724426,12.34375,17.783775,16.867426,17.350266,18.857105,10.080908,5.492665,16.868788,24.262018
30/03/1998,0.663357,15.044047,13.28125,17.961845,16.647991,17.350266,18.944246,10.006231,5.503058,17.232155,24.194181
31/03/1998,0.664868,15.198339,14.53125,18.095383,17.072233,17.394125,18.857105,9.782212,5.544629,17.562487,24.397682
01/04/1998,0.664868,15.242418,14.96875,18.340219,17.116119,17.249977,19.223089,9.670202,5.944757,17.408335,24.601192
02/04/1998,0.660335,15.47387,14.84375,18.095383,17.130745,17.600996,19.484514,9.819542,5.846025,17.562487,25.607075
03/04/1998,0.654291,15.407746,14.28125,18.340219,17.291672,17.751432,19.292807,9.856888,5.98633,17.947866,25.756432
06/04/1998,0.634647,15.308558,15.21875,17.672487,17.613512,17.651144,19.083664,9.707538,5.882401,18.190107,27.020123
07/04/1998,0.616514,15.36365,15.25,18.073133,17.657396,17.342129,18.891962,9.371504,5.716112,17.760689,26.399773
08/04/1998,0.604425,15.187313,13.65625,17.806046,17.379454,16.711962,18.438837,9.408841,5.897988,17.39732,25.779408
09/04/1998,0.619536,15.25345,13.3125,18.095383,17.891462,16.762386,18.613108,9.446183,6.033098,17.485411,26.032133
13/04/1998,0.63918,15.308558,12.65625,18.228937,18.871616,16.182623,18.874538,9.259494,6.100651,17.815741,26.905247
14/04/1998,0.651269,15.275489,13.125,18.963432,18.900879,16.182623,18.735107,9.259494,6.199384,17.452381,26.23893
15/04/1998,0.663357,15.264469,13.125,19.186003,18.813101,16.107008,19.153378,9.371504,6.225365,17.188107,25.74494
16/04/1998,0.692067,15.099143,12.875,18.718597,18.227928,16.132208,19.606506,9.408841,6.048687,17.738653,24.860352
17/04/1998,0.675445,15.385702,13.875,18.963432,18.462009,16.762386,20.094496,9.259494,6.022705,18.531445,25.227968
20/04/1998,0.701133,15.187313,13.9375,18.607304,18.257198,16.485109,20.338484,9.147485,5.872006,19.973879,24.756962
21/04/1998,0.701133,15.176299,13.875,18.629564,18.02313,16.560726,20.443054,9.035472,5.835632,20.469381,25.572632
22/04/1998,0.664868,15.021996,14.28125,18.629564,18.374235,16.964039,20.338484,8.960801,6.090259,20.194107,25.756432
23/04/1998,0.669401,14.889755,14.65625,18.295706,18.140163,16.737169,20.565044,8.923464,5.913578,20.326235,25.09012
24/04/1998,0.675445,14.790551,14.5625,17.895071,17.906097,16.434689,20.495337,8.886135,5.716112,20.832741,24.64208
27/04/1998,0.670912,14.537062,14.09375,17.650238,16.999084,16.157425,20.721905,8.475423,5.643362,19.984892,24.377853
28/04/1998,0.651269,14.305614,13.71875,17.494423,17.203901,16.107008,20.46048,8.438092,5.731702,19.973879,24.561659
29/04/1998,0.65278,14.515019,14,17.561203,17.277046,16.258247,20.338484,8.363413,5.757685,19.841759,24.837379
30/04/1998,0.661846,15.021996,13.875,18.006359,17.789068,16.711962,20.373339,8.251402,5.840829,20.050961,25.469227
01/05/1998,0.676956,14.988933,13.78125,18.02861,18.301085,16.938826,21.087885,8.512763,5.778471,19.797703,25.894281
04/05/1998,0.702645,14.878721,13.3125,18.117634,18.02313,17.392538,20.843899,8.624772,5.60179,19.85277,25.561134
05/05/1998,0.717755,14.69136,12.875,17.984097,17.789068,17.190897,20.634762,8.624772,5.653754,19.687601,25.182026
06/05/1998,0.732866,14.647267,12.71875,17.783775,17.306297,17.241304,20.75675,8.027384,5.93956,19.246181,24.825897
07/05/1998,0.729844,14.437867,12.6875,18.02861,17.174635,17.090059,20.425627,8.102062,5.783666,18.925228,25.044172
08/05/1998,0.735888,14.669324,12.96875,17.984097,17.423338,17.090059,20.408201,8.326082,5.773273,19.677809,25.159039
11/05/1998,0.747977,14.669324,12.6875,18.206669,17.218527,15.653285,20.568933,8.363413,5.643362,19.633537,25.469227
12/05/1998,0.728333,14.713402,13,18.785362,17.979242,15.905355,20.815695,8.326082,5.638165,19.799545,25.825363
13/05/1998,0.735888,14.922812,13,19.275038,17.730545,15.350805,20.762831,8.363413,5.856416,19.511808,25.64155
14/05/1998,0.726822,14.834633,12.5625,19.297298,17.701294,15.275187,20.762831,8.438092,5.825239,19.124447,25.607075
15/05/1998,0.714733,14.570132,11.125,19.252775,17.584253,15.073541,20.780455,8.251402,5.664148,18.526794,26.101076
18/05/1998,0.689045,14.548085,11.09375,19.364065,17.598879,15.3256,20.46319,7.952715,5.612184,19.600332,26.147034
19/05/1998,0.7102,14.614216,11.1875,19.34181,17.774429,15.149158,20.392685,7.840703,5.716112,19.98769,26.629522
20/05/1998,0.714733,15.110169,10.3125,19.542131,18.140163,15.955773,20.093048,7.878044,5.705719,19.976633,26.50316
21/05/1998,0.698111,15.154251,10.09375,19.853729,18.02313,16.031382,19.846294,7.616683,5.570611,19.323648,26.422749
22/05/1998,0.673935,14.988933,10.03125,19.764698,18.008501,15.7289,19.899174,7.355324,5.290003,18.670681,26.549103
26/05/1998,0.645224,14.60319,10,19.141479,17.818319,15.376017,19.617168,7.205983,5.232842,18.272251,25.607075
27/05/1998,0.646735,14.768507,9.96875,19.364065,17.598879,15.3256,19.846294,7.131303,5.31079,19.124447,25.009703
28/05/1998,0.663357,14.878721,10.0625,19.742439,17.789068,15.7289,20.004915,7.280653,5.154895,18.88096,25.078627
29/05/1998,0.643713,14.702376,9.78125,19.631166,17.672029,15.678487,19.881548,7.243314,5.404325,18.560001,24.986725
01/06/1998,0.634647,14.614216,9.625,20.120825,17.628143,15.7289,19.9168,7.168643,5.082145,18.393997,24.64208
02/06/1998,0.649758,14.592166,9.375,20.276627,17.628143,16.157425,19.722916,7.019294,5.154895,18.305458,25.170527
03/06/1998,0.636158,14.338683,9,19.942762,17.630505,15.628089,19.458536,6.720604,5.31079,18.216909,24.929285
04/06/1998,0.648246,14.713402,9.1875,20.165339,17.822624,15.829732,19.828669,6.757943,5.466684,18.947363,25.273926
05/06/1998,0.649758,14.944852,9.15625,20.588226,18.044291,16.611135,20.251671,6.907285,5.757685,19.190838,25.779408
08/06/1998,0.658824,14.889755,9.0625,20.654995,18.251194,16.182623,20.075422,6.795272,6.048687,19.201914,26.342323
09/06/1998,0.683001,14.955868,9.3125,20.677258,18.31031,16.132208,19.722916,6.571253,6.526762,19.910227,26.020664
10/06/1998,0.678468,15.033022,8.8125,21.100157,18.458094,16.233042,19.405657,6.421913,6.360476,19.412193,26.101076
11/06/1998,0.672423,14.84566,8.8125,21.011122,18.458094,15.980974,19.194149,6.036471,6.568333,18.958427,25.74494
12/06/1998,0.679979,15.033022,8.4375,20.944351,18.265965,16.384281,19.546667,5.998985,6.547546,19.356861,25.526667
15/06/1998,0.664868,14.790551,8.5,20.143082,17.822624,15.7289,19.317533,5.849006,6.495582,19.124447,25.067148
16/06/1998,0.676956,15.033022,8.90625,20.432425,17.689611,15.779324,19.617168,6.111465,6.007114,19.434326,24.906311
17/06/1998,0.679979,15.440805,8.8125,20.867249,17.911295,16.031382,20.022554,6.186451,5.757685,19.877026,25.595606
18/06/1998,0.660335,15.506934,9,20.711021,18.103411,15.955773,19.952053,6.111465,5.643362,20.253307,25.526667
19/06/1998,0.654291,15.341619,8.75,20.666389,18.014738,16.207829,19.758169,6.186451,5.674541,19.744205,25.871317
22/06/1998,0.661846,15.187313,9.125,20.465527,17.807846,16.233042,19.9168,6.111465,5.74729,19.744205,25.480719
23/06/1998,0.672423,15.540007,8.9375,21.135061,17.674841,16.636349,20.251671,6.411412,5.923972,19.500731,25.802376
24/06/1998,0.683001,15.837572,9.125,21.469833,18.325087,16.031382,20.427937,6.486397,6.007114,19.489664,26.882273
25/06/1998,0.690556,15.82655,9,21.425196,18.295538,16.182623,20.445557,6.486397,5.830437,19.567135,26.606556
26/06/1998,0.68149,15.881655,8.875,21.31361,18.487648,16.258247,20.375069,6.298931,5.74729,19.821682,26.928223
29/06/1998,0.693578,16.024929,8.6875,22.161686,18.561544,16.056587,20.163551,5.998985,5.778471,19.467529,27.801331
30/06/1998,0.693578,16.024929,8.53125,21.69301,18.132969,16.132208,20.128296,6.261434,6.007114,19.246181,27.755369
01/07/1998,0.723799,16.080042,8.375,21.603745,18.901436,15.980974,20.568933,6.186451,6.111045,18.980555,27.955311
02/07/1998,0.701133,16.035957,8.375,21.670694,19.448242,16.081789,20.55131,6.111465,6.308509,19.0359,27.932177
06/07/1998,0.734377,16.363222,8.25,21.871561,19.788143,16.157425,20.674694,6.261434,6.661869,19.390051,28.510712
07/07/1998,0.737399,16.496801,9,21.826931,19.921135,16.056587,20.516068,6.298931,6.796978,19.677809,27.770172
08/07/1998,0.787264,16.619247,9.0625,22.429512,20.571386,16.02466,20.639452,6.223947,7.056801,20.098379,27.261065
09/07/1998,0.766109,16.763954,7.9375,22.541096,20.334925,15.999306,20.234053,6.148954,7.566054,20.541065,27.261065
10/07/1998,0.775176,16.708292,7.84375,22.920502,20.615719,16.278217,20.216425,6.186451,7.482912,20.862017,27.585045
13/07/1998,0.820508,16.663771,7.71875,22.875866,20.571386,16.151434,19.881548,6.073967,7.586842,21.016962,27.538759
14/07/1998,0.808419,16.930923,8.1875,23.701626,20.793056,16.126081,20.322191,6.073967,7.628412,20.983763,27.955311
15/07/1998,0.832596,16.752821,8.6875,23.523088,20.334925,16.075373,20.198809,6.036471,8.044128,20.541065,27.839605
16/07/1998,0.906638,17.053371,8.375,24.549707,20.09848,16.531771,20.128296,6.111465,8.335131,20.862017,27.770172
17/07/1998,0.891528,17.220339,8.28125,24.638979,20.261047,16.531771,20.410315,6.111465,8.542993,20.496788,27.747034
20/07/1998,0.876417,17.008846,8.6875,24.572014,19.995028,16.607836,19.899174,5.849006,8.272775,20.884157,27.770172
21/07/1998,0.861306,16.552456,8.84375,24.281889,19.536907,16.912109,19.793428,5.736525,7.888236,20.209047,26.474237
22/07/1998,0.846196,16.274172,8.28125,23.947124,19.802916,17.191015,20.251671,5.286602,8.542993,20.607466,27.006495
23/07/1998,0.844685,16.029284,8.1875,22.675005,19.699459,16.78532,19.775797,5.099137,8.355919,19.733143,27.075928
24/07/1998,0.83864,16.329824,8.125,22.786598,19.448242,17.114946,19.846294,5.061643,8.397491,20.098379,27.261065
27/07/1998,0.832596,16.385487,8.15625,22.80891,19.403908,16.886744,20.145927,4.949161,8.116881,20.231176,27.307343
28/07/1998,0.812952,16.173983,8.25,22.652681,18.886665,16.582489,19.634792,4.724197,8.054522,19.76635,27.168493
29/07/1998,0.849218,15.940227,7.84375,21.737654,18.768438,16.836033,19.934429,4.611717,7.669985,19.323648,26.867641
30/07/1998,0.882461,16.263041,8.5625,22.719641,19.241337,16.912109,20.339809,4.761694,8.044128,19.854889,27.631327
31/07/1998,0.837129,15.929094,8.625,22.541096,18.857105,16.607836,19.811052,4.649212,7.773912,19.445396,28.001595
03/08/1998,0.849218,15.940227,8.4375,22.005465,18.650213,16.78532,19.317533,4.57422,7.576448,19.423267,27.700748
04/08/1998,0.826552,15.216681,8,20.844931,17.689611,16.176796,18.929773,4.199288,7.669985,18.548937,25.779993
05/08/1998,0.870373,15.450442,7.9375,21.78229,18.147753,15.973956,18.66538,4.274274,7.825876,18.850674,26.427952
06/08/1998,0.891528,15.817788,8.375,22.85355,18.428534,16.227507,18.312878,4.386755,8.407884,18.783907,26.474237
07/08/1998,0.882461,15.695337,9,22.451818,17.852182,15.847176,18.876896,4.799183,8.272775,18.427807,25.617987
10/08/1998,0.917216,15.639678,9,22.518784,17.482719,15.745753,19.070778,4.6867,8.397491,18.561342,25.36344
11/08/1998,0.942904,15.550626,8.9375,22.85355,16.802925,15.644334,19.411907,4.57422,8.272775,18.505701,24.34519
12/08/1998,0.968592,15.917967,9.3125,23.56772,17.157602,15.745753,19.144281,4.424253,8.68849,18.127359,24.507181
13/08/1998,0.953481,15.650812,9,22.965139,17.039375,16.02466,19.465431,4.611717,8.730063,18.160734,23.7435
14/08/1998,0.979169,15.572893,9,22.273283,16.566471,15.771109,19.518967,4.83668,8.782025,18.016081,23.836071
17/08/1998,1.013923,15.906833,9.4375,22.429512,17.30538,16.32893,19.875807,4.911662,9.041855,18.628111,24.622889
18/08/1998,1.029034,16.162857,10.03125,22.942816,17.719175,16.252863,20.036379,4.911662,8.906744,19.139999,25.617987
19/08/1998,0.991258,16.251905,9.40625,22.85355,17.231491,16.227507,20.196949,4.83668,8.730063,19.407064,25.132013
20/08/1998,0.982191,16.107201,8.90625,23.121361,16.876818,16.303572,20.357519,4.799183,8.698886,18.817293,24.206339
21/08/1998,1.039612,15.962488,8.8125,23.277592,16.62558,16.278217,20.232639,4.724197,8.657315,18.884064,23.581509
24/08/1998,0.995791,15.984754,8.65625,24.014074,16.640366,16.430355,20.143419,4.649212,8.439059,18.761644,23.720356
25/08/1998,0.986725,16.084938,8.78125,24.460432,16.69948,16.227507,20.089901,4.649212,8.68849,18.961958,23.7435
26/08/1998,0.976147,16.107201,8.5,24.661308,16.374355,16.35429,20.089901,4.611717,8.459848,19.229027,23.789778
27/08/1998,0.906638,15.41705,7.6875,24.237253,15.369432,15.618974,19.768747,4.236779,7.971379,18.494574,21.521891
28/08/1998,0.826552,15.2946,7.59375,23.344543,14.733965,16.075373,19.287024,4.236779,7.171125,18.093973,20.9202
31/08/1998,0.754021,14.248243,6.5,21.068106,13.59603,15.441484,18.680393,4.086807,6.464402,16.558323,19.439127
01/09/1998,0.825041,14.7269,7.1875,22.0501,13.566478,15.796469,18.948025,3.82435,6.984054,17.225998,20.318516
02/09/1998,0.859795,14.315041,7.34375,21.402882,14.078074,15.086516,18.270037,3.674372,7.368589,17.815773,20.318516
03/09/1998,0.837129,13.847513,7,21.469833,13.718639,15.061161,18.252195,3.636885,7.909023,17.782404,18.235752
04/09/1998,0.849218,13.513577,7.125,20.889572,12.939857,15.238652,18.858812,3.786852,7.669985,16.981178,16.800957
08/09/1998,0.924771,14.58219,7.5625,22.407183,13.553898,15.720407,19.251339,4.124296,8.075308,17.927052,17.448929
09/09/1998,0.903616,14.281646,8.125,21.804602,12.879944,15.695039,19.60817,4.124296,8.15845,17.481937,16.523258
10/09/1998,0.921749,13.725074,8.09375,20.867249,12.0712,15.39078,19.893635,4.049312,8.210418,16.803137,15.829002
11/09/1998,0.90966,14.114675,8.625,21.648373,13.059665,16.227507,20.143419,4.188943,8.168844,17.915926,17.032372
14/09/1998,0.899083,14.09241,8.40625,21.849243,13.658736,16.379637,20.125584,4.731952,8.439059,18.383299,17.12495
15/09/1998,0.92326,13.903167,8.46875,22.317921,13.613803,16.379637,20.339682,4.731952,8.044128,18.260887,18.189465
16/09/1998,0.902105,14.22598,8.375,22.530079,14.137983,16.405001,19.929319,4.92589,8.303952,18.071716,18.490309
17/09/1998,0.870373,13.936564,8.875,21.791767,13.434082,15.897882,19.572487,4.69317,8.335131,17.604345,17.726633
18/09/1998,0.888505,13.869781,8.96875,21.679897,12.760128,16.810684,19.447592,4.731952,8.272775,17.292768,17.564642
21/09/1998,0.893039,14.114675,9,21.724638,12.445618,16.633194,19.465431,4.731952,8.251986,17.415174,17.333225
22/09/1998,0.89455,14.22598,9.375,22.32872,12.939857,16.607836,19.144281,4.69317,8.106483,18.060583,17.078665
23/09/1998,0.926282,14.971794,10.46875,23.089426,14.078074,17.241726,20.072058,4.731952,8.397491,18.961958,18.559744
24/09/1998,0.930815,14.559927,9.96875,22.485352,13.029714,17.038883,19.804434,4.69317,7.898629,19.12887,17.171227
25/09/1998,0.936859,14.793694,10.21875,22.172115,13.434082,16.93746,19.518967,4.615594,8.137666,18.995331,16.84724
28/09/1998,0.944415,15.045765,9.78125,21.993128,13.673708,17.495283,19.429749,4.382874,7.680377,18.884064,16.500116
29/09/1998,0.954992,14.921977,9.40625,20.807339,13.314265,17.875614,20.339682,4.266513,7.493307,19.017588,16.662111
30/09/1998,0.921749,14.325549,9.28125,19.554426,12.820036,18.002398,20.161264,4.421665,6.921697,18.828421,15.967851
01/10/1998,0.862817,13.605331,8.8125,19.017454,12.864964,18.382727,20.143419,4.227732,6.786587,17.737885,15.076877
02/10/1998,0.847707,13.571572,9.375,19.845272,13.194452,18.86447,20.839258,3.878655,6.505977,17.648861,16.416983
05/10/1998,0.778198,13.143941,9.1875,20.494104,12.460592,19.57444,21.374519,3.607147,6.298117,16.869904,15.572695
06/10/1998,0.787264,13.278981,9.9375,21.299547,12.370736,19.194103,21.624294,3.762295,6.589118,15.9129,15.408518
07/10/1998,0.772153,13.504051,7.875,21.031063,11.72674,19.544237,21.142557,3.645936,6.183794,16.135462,15.103626
08/10/1998,0.744954,12.885113,7,20.33749,11.891482,19.391354,20.464569,3.180498,5.612184,15.979668,15.197447
09/10/1998,0.849218,13.053914,7.59375,21.165304,12.909896,18.091797,20.196949,3.064137,5.60179,16.558323,16.065199
12/10/1998,0.905127,13.335247,8,21.769392,12.655294,16.945137,20.500256,2.986559,5.788863,16.558323,16.15901
13/10/1998,0.936859,13.70661,7.84375,21.456163,12.924875,17.480238,20.839258,2.715059,5.487468,15.579066,16.018295
14/10/1998,0.903616,13.976686,8.03125,21.881256,11.517067,17.684093,21.124722,2.715059,5.778471,17.092453,15.643041
15/10/1998,0.885483,14.764431,8.46875,23.134169,11.741716,18.168238,21.588608,2.5987,6.402046,17.404039,17.636536
16/10/1998,0.886994,15.090782,8.59375,23.850124,11.891482,17.480238,21.784878,2.249621,6.817765,17.526459,18.422192
19/10/1998,0.906638,15.011999,8.46875,24.610819,12.670271,17.199947,21.374519,3.451996,7.150338,17.370655,19.231323
20/10/1998,0.871884,14.80945,8.5625,23.469776,13.434082,17.480238,21.856236,3.568356,6.900907,17.21487,19.911465
21/10/1998,0.897572,15.102032,8.59375,23.246038,13.044684,17.531199,21.57078,3.335638,6.838551,17.448551,20.26325
22/10/1998,0.888505,15.574677,8.5,23.91725,13.688685,17.633131,20.482416,3.723505,7.566054,17.938181,21.037197
23/10/1998,0.858284,15.585923,8.71875,24.342335,13.479012,17.301868,20.339682,3.917434,7.223087,18.427807,20.896488
26/10/1998,0.905127,15.462138,8.71875,23.402664,13.568871,18.2192,20.321838,3.956224,7.295838,18.828421,20.450876
27/10/1998,0.85224,15.394615,8.71875,22.641947,12.924875,18.601418,19.857956,3.995014,7.295838,18.92857,19.512766
28/10/1998,0.890016,15.293331,9.40625,23.201298,13.149524,18.244678,20.10774,3.956224,7.576448,18.817293,19.653479
29/10/1998,0.88095,15.630939,9.9375,24.140976,13.688685,18.448534,20.750051,3.723505,7.898629,19.184498,20.31016
30/10/1998,0.897572,15.754723,11.28125,24.722691,13.778543,18.881714,20.446739,3.529576,7.981771,19.106615,21.318632
02/11/1998,0.90966,15.732223,11.5625,24.63319,14.018176,18.779787,20.571632,3.878655,8.355919,19.318041,21.201365
03/11/1998,0.914194,15.934774,11.71875,23.93961,13.928312,19.544237,20.839258,3.917434,8.210418,19.451584,21.107559
04/11/1998,0.935349,15.979795,12.5625,24.364723,14.46747,19.238453,20.553787,3.956224,8.075308,18.971853,21.764236
05/11/1998,0.92326,16.351156,12.3125,25.147779,15.036585,19.595192,20.803568,3.995014,7.981771,19.217953,22.655443
06/11/1998,0.920238,16.272377,12.21875,25.572878,14.961709,19.722605,20.981997,3.995014,7.815485,19.48642,22.889969
09/11/1998,0.885483,15.979795,12.5,25.259659,14.407567,19.416828,20.785677,3.956224,7.773912,19.38574,21.881498
10/11/1998,0.849218,16.036057,13.25,25.125414,14.212872,19.595192,20.244389,3.762295,7.462126,19.441687,21.459351
11/11/1998,0.811441,15.69846,13.5,24.9688,13.658736,19.671638,20.280474,3.451996,7.087983,18.983046,21.248272
12/11/1998,0.822019,15.597172,13.75,24.610819,13.359193,19.391354,21.020241,3.529576,7.337411,18.669825,20.685402
13/11/1998,0.862817,15.878515,13.375,24.946419,14.00319,19.162008,21.038286,3.684716,7.420556,18.904736,21.459351
16/11/1998,0.870373,16.283634,13.84375,25.438641,14.317706,19.518747,20.623289,3.684716,7.472519,19.475235,21.717327
17/11/1998,0.841662,16.204866,13.53125,25.640001,14.557334,20.079344,20.370686,3.607147,7.555663,19.598288,22.983778
18/11/1998,0.856773,16.519955,13.84375,26.266459,14.677142,19.722605,20.406778,3.568356,8.293561,19.911501,23.194862
19/11/1998,0.864329,16.66625,14.3125,26.132219,14.752031,20.104826,20.172216,3.102918,8.18963,19.788456,23.0776
20/11/1998,0.853751,16.688759,13.71875,26.400702,15.111464,20.308676,20.785677,2.908988,8.262383,20.023367,23.241774
23/11/1998,0.876417,17.037605,13.25,26.825806,15.620679,20.538,20.80373,2.870199,8.958708,20.784029,24.390955
24/11/1998,0.868862,16.970089,12.8125,26.758667,15.530815,20.538,20.984158,2.753839,8.761243,20.426069,24.320597
25/11/1998,0.849218,16.778784,14.5625,27.116655,15.830348,20.538,20.984158,2.870199,8.782025,20.448441,24.625492
27/11/1998,0.847707,16.621235,14.59375,27.407516,15.875278,20.38512,21.471315,2.908988,9.582287,20.40369,24.555124
30/11/1998,0.772153,16.272377,13.84375,26.960037,15.620679,19.544237,21.651756,2.5987,9.582287,20.034555,23.804638
01/12/1998,0.825041,16.407419,14.59375,26.803419,15.590719,19.646154,20.677425,2.44355,9.769357,19.866751,23.312122
02/12/1998,0.870373,16.373657,14.3125,26.512577,15.80941,19.544237,20.569159,2.32719,9.935642,20.235907,23.640461
03/12/1998,0.814463,15.856006,14.75,25.595247,15.156382,19.697119,20.370686,2.016903,9.415999,19.732521,22.983778
04/12/1998,0.791797,16.227369,15.6875,26.199326,15.703109,20.43609,20.64134,2.133262,8.979495,20.124041,24.062611
07/12/1998,0.815974,16.351156,15.75,26.713934,15.414557,20.538,21.074366,2.40476,8.802819,20.470814,24.390955
08/12/1998,0.775176,16.283634,16,27.206139,14.88302,20.181271,21.128504,2.676269,8.522204,20.795214,24.250246
09/12/1998,0.773665,16.204866,15.46875,27.530842,14.776713,19.977419,21.345013,2.63748,8.064916,20.784029,23.945347
10/12/1998,0.773665,15.923524,14.875,27.172136,14.518537,20.23222,21.29088,2.5987,7.909023,20.40369,23.546648
11/12/1998,0.815974,16.036057,15.09375,27.373917,14.305925,20.308676,21.543489,2.44355,8.241599,20.560297,22.843069
14/12/1998,0.785753,15.630939,14.28125,26.835852,13.69845,19.620682,21.489361,2.36598,8.14806,19.978615,22.06913
15/12/1998,0.811441,16.76753,14.375,27.553267,13.880694,20.079344,21.363058,2.288402,8.83399,20.582676,22.796158
16/12/1998,0.793308,16.564976,13.71875,27.149714,13.576962,20.23222,21.814137,2.288402,8.93792,20.716906,23.828081
17/12/1998,0.808419,16.981342,14,27.30665,14.640034,20.053865,21.615664,2.081079,8.83399,20.918259,26.220278
18/12/1998,0.850729,17.442734,14.03125,27.889561,14.397045,20.38512,21.922407,2.041819,8.574168,20.761663,26.079556
21/12/1998,0.847707,17.712812,14.4375,28.203428,14.715968,21.710157,21.59763,2.081079,8.969101,20.59387,27.111488
22/12/1998,0.918727,17.836597,14.375,28.091337,14.594472,21.149569,21.633709,2.002551,9.249708,20.974195,26.923866
23/12/1998,0.962548,18.252977,13.84375,29.212282,14.958959,21.506296,21.669792,1.884753,9.395208,21.544693,26.736242
24/12/1998,0.948948,18.174202,14,29.100206,15.03489,21.557261,21.543489,2.002551,9.665429,21.365713,26.548624
28/12/1998,0.988236,18.309242,13.65625,28.651817,14.791897,21.863039,21.507401,1.845485,9.81093,21.376902,26.783148
29/12/1998,0.986725,18.784597,13.75,29.391649,14.822277,22.066895,21.83218,2.120347,9.831717,22.305359,27.017672
30/12/1998,0.968592,18.614042,14.5625,28.965683,14.989329,21.812077,21.543489,2.198877,10.143504,22.573832,27.017672
31/12/1998,0.989747,18.557188,14.5,29.212282,14.609661,21.863039,21.110458,2.159616,10.205862,22.37248,26.642424
04/01/1999,0.997302,18.295649,14,28.920847,14.700784,21.455338,20.966106,2.277413,10.559221,22.104008,27.177465
05/01/1999,1.047167,18.682261,13.84375,29.145033,14.898206,21.455338,20.785677,2.277413,10.954149,22.171131,27.390162
06/01/1999,1.00939,19.046129,13.625,29.638266,15.642363,22.11418,21.615664,2.238144,12.138945,22.607382,27.980976
07/01/1999,1.087966,18.727747,13.71875,30.176323,16.416885,22.882034,21.579575,2.238144,11.847944,22.294167,29.138979
08/01/1999,1.087966,18.625408,14,29.952129,16.993979,23.62429,21.453276,2.355941,11.608907,21.880278,28.548166
11/01/1999,1.109121,18.136459,15.9375,29.279556,16.993979,22.574892,20.569159,2.355941,11.598514,21.074871,28.831749
12/01/1999,1.115165,17.783957,15.75,28.831169,16.265017,22.011795,20.424816,2.198877,11.785583,20.347765,27.933722
13/01/1999,1.124231,17.567924,13.875,28.920847,15.900535,22.216566,20.35265,2.120347,12.149335,20.884703,27.082947
14/01/1999,1.000324,17.65889,11.25,28.606972,15.186754,22.216566,20.136127,2.002551,12.429948,20.314207,25.806787
15/01/1999,0.998813,18.329763,11.1875,28.741486,15.687915,22.907633,20.515039,2.198877,12.970382,20.750471,26.799351
19/01/1999,0.988236,18.454842,11.0625,28.719065,15.551242,24.161783,20.515039,2.120347,13.999285,20.739283,28.122765
20/01/1999,0.98068,18.261538,11,28.786325,16.037212,23.957027,20.496983,2.120347,13.874568,21.421644,29.162609
21/01/1999,0.938371,18.068237,10.5,28.360355,15.915719,23.419525,20.533079,2.081079,13.593957,20.851143,28.500889
22/01/1999,0.936859,17.806704,10.78125,29.414064,15.80941,23.189167,20.605242,1.963282,13.178237,20.716906,27.177465
25/01/1999,0.95197,18.284277,10.71875,29.414064,15.718294,22.242161,20.785677,1.924021,13.781025,21.03013,28.14641
26/01/1999,0.979169,18.557188,11,29.974541,15.779042,22.11418,20.857851,1.649159,14.383815,21.499943,28.075499
27/01/1999,0.970103,18.466213,10.625,30.557453,15.095636,22.06299,20.496983,1.688428,14.737178,21.82435,27.65012
28/01/1999,0.988236,18.818712,11.4375,30.535017,15.763857,22.139765,20.496983,1.884753,15.038574,22.831106,27.83917
29/01/1999,0.995791,19.080236,11.46875,30.848902,16.249828,22.11418,20.280474,1.924021,15.090536,23.021284,29.091707
01/02/1999,0.989747,18.591303,12.4375,30.310835,15.854975,21.52549,20.100039,1.806225,15.797258,23.759571,29.044436
02/02/1999,0.947437,18.557188,12.15625,29.996958,15.414557,21.269539,19.829397,1.766956,14.809932,23.748386,29.044436
03/02/1999,0.971614,18.716377,10.46875,30.759222,15.429747,21.064777,20.316561,1.531362,14.945039,23.938547,30.013391
04/02/1999,0.915704,18.216057,9.46875,30.041811,14.867834,20.783234,20.154167,1.60989,14.529315,23.547031,29.46983
05/02/1999,0.877928,17.829449,8.40625,30.221155,14.761525,20.860018,20.695465,1.413565,14.217529,23.423977,28.902645
